,Country,Year,Energy
4556,Colombia,2015,1.73
4557,Ecuador,2015,0.68
4558,Peru,2015,1.03
4559,Trinidad & Tobago,2015,0.8
4560,Venezuela,2015,3.49
4561,Central America,2015,1.27
4562,Other Caribbean,2015,1.54
4563,Other South America,2015,1.24
4564,Austria,2015,1.42
4565,Belgium,2015,2.42
4566,Bulgaria,2015,0.81
4567,Croatia,2015,0.33
4568,Cyprus,2015,0.11
4569,Czech Republic,2015,1.69
4570,Denmark,2015,0.72
4571,Estonia,2015,0.25
4572,Finland,2015,1.19
4573,France,2015,10.11
4574,Germany,2015,13.6
4575,Greece,2015,1.11
4576,Hungary,2015,0.9
4577,Iceland,2015,0.22
4578,Ireland,2015,0.63
4579,Italy,2015,6.52
4580,Latvia,2015,0.15
4581,Lithuania,2015,0.23
4582,Luxembourg,2015,0.15
4583,Netherlands,2015,3.54
4584,North Macedonia,2015,0.11
4585,Norway,2015,1.97
4586,Poland,2015,4.0
4587,Portugal,2015,1.05
4588,Romania,2015,1.38
4589,Slovakia,2015,0.66
4590,Slovenia,2015,0.27
4591,Spain,2015,5.67
4592,Sweden,2015,2.26
4593,Switzerland,2015,1.21
4594,Turkey,2015,5.77
4595,Ukraine,2015,3.61
4596,United Kingdom,2015,8.2
4597,Other Europe,2015,1.71
4598,Azerbaijan,2015,0.62
4599,Belarus,2015,0.96
4600,Kazakhstan,2015,2.57
4601,Russian Federation,2015,28.37
4602,Turkmenistan,2015,1.2
4603,Uzbekistan,2015,1.94
4604,Other CIS,2015,0.74
4605,Iran,2015,9.94
4606,Iraq,2015,1.57
4607,Israel,2015,0.99
4608,Kuwait,2015,1.63
4609,Oman,2015,1.21
4610,Qatar,2015,2.13
4611,Saudi Arabia,2015,10.87
4612,United Arab Emirates,2015,4.43
4613,Other Middle East,2015,1.99
4614,Algeria,2015,2.22
4615,Egypt,2015,3.5
4616,Morocco,2015,0.79
4617,South Africa,2015,5.1
4618,Eastern Africa,2015,2.12
4619,Middle Africa,2015,0.95
4620,Western Africa,2015,2.17
4621,Other Northern Africa,2015,1.14
4622,Other Southern Africa,2015,0.2
4623,Australia,2015,5.76
4624,Bangladesh,2015,1.31
4625,China,2015,127.02
4626,China Hong Kong SAR,2015,1.18
4627,India,2015,28.91
4628,Indonesia,2015,7.0
4629,Japan,2015,19.07
4630,Malaysia,2015,4.01
4631,New Zealand,2015,0.91
4632,Pakistan,2015,2.94
4633,Philippines,2015,1.6
4634,Singapore,2015,3.35
4635,South Korea,2015,12.0
4636,Sri Lanka,2015,0.34
4637,Taiwan,2015,4.84
4638,Thailand,2015,5.12
4639,Vietnam,2015,3.0
4640,Other Asia Pacific,2015,2.24
4641,Canada,2016,14.35
4642,Mexico,2016,7.82
4643,United States of America,2016,92.6
4644,Argentina,2016,3.57
4645,Brazil,2016,12.12
4646,Chile,2016,1.6
4647,Colombia,2016,1.82
4648,Ecuador,2016,0.67
4649,Peru,2016,1.1
4650,Trinidad & Tobago,2016,0.71
4651,Venezuela,2016,3.04
4652,Central America,2016,1.32
4653,Other Caribbean,2016,1.6
4654,Other South America,2016,1.35
4655,Austria,2016,1.47
4656,Belgium,2016,2.6
4657,Bulgaria,2016,0.76
4658,Croatia,2016,0.34
4659,Cyprus,2016,0.11
4660,Czech Republic,2016,1.67
4661,Denmark,2016,0.72
4662,Estonia,2016,0.25
4663,Finland,2016,1.2
4664,France,2016,9.94
4665,Germany,2016,13.83
4666,Greece,2016,1.09
4667,Hungary,2016,0.92
4668,Iceland,2016,0.22
4669,Ireland,2016,0.65
4670,Italy,2016,6.54
4671,Latvia,2016,0.16
4672,Lithuania,2016,0.23
4673,Luxembourg,2016,0.15
4674,Netherlands,2016,3.61
4675,North Macedonia,2016,0.11
4676,Norway,2016,2.0
4677,Poland,2016,4.18
4678,Portugal,2016,1.12
4679,Romania,2016,1.38
4680,Slovakia,2016,0.66
4681,Slovenia,2016,0.29
4682,Spain,2016,5.72
4683,Sweden,2016,2.22
4684,Switzerland,2016,1.14
4685,Turkey,2016,6.07
4686,Ukraine,2016,3.78
4687,United Kingdom,2016,8.11
4688,Other Europe,2016,1.81
4689,Azerbaijan,2016,0.61
4690,Belarus,2016,0.98
4691,Kazakhstan,2016,2.62
4692,Russian Federation,2016,28.99
4693,Turkmenistan,2016,1.19
4694,Uzbekistan,2016,1.85
4695,Other CIS,2016,0.75
4696,Iran,2016,10.4
4697,Iraq,2016,1.8
4698,Israel,2016,1.01
4699,Kuwait,2016,1.62
4700,Oman,2016,1.21
4701,Qatar,2016,2.09
4702,Saudi Arabia,2016,11.16
4703,United Arab Emirates,2016,4.62
4704,Other Middle East,2016,1.96
4705,Algeria,2016,2.22
4706,Egypt,2016,3.69
4707,Morocco,2016,0.8
4708,South Africa,2016,5.33
4709,Eastern Africa,2016,2.09
4710,Middle Africa,2016,0.96
4711,Western Africa,2016,2.21
4712,Other Northern Africa,2016,1.17
4713,Other Southern Africa,2016,0.19
4714,Australia,2016,5.78
4715,Bangladesh,2016,1.33
4716,China,2016,129.15
4717,China Hong Kong SAR,2016,1.21
4718,India,2016,30.16
4719,Indonesia,2016,7.07
4720,Japan,2016,18.82
4721,Malaysia,2016,4.22
4722,New Zealand,2016,0.92
4723,Pakistan,2016,3.2
4724,Philippines,2016,1.74
4725,Singapore,2016,3.48
4726,South Korea,2016,12.35
4727,Sri Lanka,2016,0.37
4728,Taiwan,2016,4.87
4729,Thailand,2016,5.23
4730,Vietnam,2016,3.24
4731,Other Asia Pacific,2016,2.47
4732,Canada,2017,14.58
4733,Mexico,2017,7.93
4734,United States of America,2017,92.95
4735,Argentina,2017,3.57
4736,Brazil,2017,12.25
4737,Chile,2017,1.61
4738,Colombia,2017,1.84
4739,Ecuador,2017,0.7
4740,Peru,2017,1.13
4741,Trinidad & Tobago,2017,0.75
4742,Venezuela,2017,3.06
4743,Central America,2017,1.36
4744,Other Caribbean,2017,1.56
4745,Other South America,2017,1.33
4746,Austria,2017,1.5
4747,Belgium,2017,2.63
4748,Bulgaria,2017,0.78
4749,Croatia,2017,0.34
4750,Cyprus,2017,0.12
4751,Czech Republic,2017,1.75
4752,Denmark,2017,0.73
4753,Estonia,2017,0.28
4754,Finland,2017,1.18
4755,France,2017,9.87
4756,Germany,2017,14.01
4757,Greece,2017,0.95
4758,Hungary,2017,0.97
4759,Iceland,2017,0.23
4760,Ireland,2017,0.66
4761,Italy,2017,6.62
4762,Latvia,2017,0.18
4763,Lithuania,2017,0.25
4764,Luxembourg,2017,0.16
4765,Netherlands,2017,3.55
4766,North Macedonia,2017,0.11
4767,Norway,2017,2.01
4768,Poland,2017,4.34
4769,Portugal,2017,1.09
4770,Romania,2017,1.4
4771,Slovakia,2017,0.7
4772,Slovenia,2017,0.29
4773,Spain,2017,5.79
4774,Sweden,2017,2.3
4775,Switzerland,2017,1.14
4776,Turkey,2017,6.43
4777,Ukraine,2017,3.51
4778,United Kingdom,2017,8.09
4779,Other Europe,2017,1.8
4780,Azerbaijan,2017,0.6
4781,Belarus,2017,1.0
4782,Kazakhstan,2017,2.76
4783,Russian Federation,2017,29.17
4784,Turkmenistan,2017,1.17
4785,Uzbekistan,2017,1.91
4786,Other CIS,2017,0.78
4787,Iran,2017,10.83
4788,Iraq,2017,1.9
4789,Israel,2017,1.03
4790,Kuwait,2017,1.65
4791,Oman,2017,1.3
4792,Qatar,2017,2.02
4793,Saudi Arabia,2017,11.08
4794,United Arab Emirates,2017,4.64
4795,Other Middle East,2017,2.04
4796,Algeria,2017,2.25
4797,Egypt,2017,3.84
4798,Morocco,2017,0.84
4799,South Africa,2017,5.32
4800,Eastern Africa,2017,2.21
4801,Middle Africa,2017,0.95
4802,Western Africa,2017,2.37
4803,Other Northern Africa,2017,1.15
4804,Other Southern Africa,2017,0.21
4805,Australia,2017,5.76
4806,Bangladesh,2017,1.38
4807,China,2017,133.6
4808,China Hong Kong SAR,2017,1.29
4809,India,2017,31.32
4810,Indonesia,2017,7.39
4811,Japan,2017,19.05
4812,Malaysia,2017,4.28
4813,New Zealand,2017,0.93
4814,Pakistan,2017,3.39
4815,Philippines,2017,1.91
4816,Singapore,2017,3.59
4817,South Korea,2017,12.48
4818,Sri Lanka,2017,0.37
4819,Taiwan,2017,4.86
4820,Thailand,2017,5.32
4821,Vietnam,2017,3.48
4822,Other Asia Pacific,2017,2.84
4823,Canada,2018,14.7
4824,Mexico,2018,7.9
4825,United States of America,2018,96.34
4826,Argentina,2018,3.54
4827,Brazil,2018,12.3
4828,Chile,2018,1.69
4829,Colombia,2018,1.87
4830,Ecuador,2018,0.74
4831,Peru,2018,1.2
4832,Trinidad & Tobago,2018,0.71
4833,Venezuela,2018,2.52
4834,Central America,2018,1.34
4835,Other Caribbean,2018,1.61
4836,Other South America,2018,1.35
4837,Austria,2018,1.47
4838,Belgium,2018,2.61
4839,Bulgaria,2018,0.78
4840,Croatia,2018,0.35
4841,Cyprus,2018,0.12
4842,Czech Republic,2018,1.74
4843,Denmark,2018,0.72
4844,Estonia,2018,0.28
4845,Finland,2018,1.2
4846,France,2018,10.05
4847,Germany,2018,13.65
4848,Greece,2018,1.15
4849,Hungary,2018,0.98
4850,Iceland,2018,0.24
4851,Ireland,2018,0.67
4852,Italy,2018,6.67
4853,Latvia,2018,0.16
4854,Lithuania,2018,0.25
4855,Luxembourg,2018,0.17
4856,Netherlands,2018,3.55
4857,North Macedonia,2018,0.11
4858,Norway,2018,1.98
4859,Poland,2018,4.39
4860,Portugal,2018,1.11
4861,Romania,2018,1.43
4862,Slovakia,2018,0.69
4863,Slovenia,2018,0.3
4864,Spain,2018,5.89
4865,Sweden,2018,2.25
4866,Switzerland,2018,1.16
4867,Turkey,2018,6.36
4868,Ukraine,2018,3.64
4869,United Kingdom,2018,8.06
4870,Other Europe,2018,1.88
4871,Azerbaijan,2018,0.62
4872,Belarus,2018,1.11
4873,Kazakhstan,2018,3.07
4874,Russian Federation,2018,30.24
4875,Turkmenistan,2018,1.31
4876,Uzbekistan,2018,1.92
4877,Other CIS,2018,0.85
4878,Iran,2018,11.19
4879,Iraq,2018,2.29
4880,Israel,2018,1.05
4881,Kuwait,2018,1.68
4882,Oman,2018,1.37
4883,Qatar,2018,2.02
4884,Saudi Arabia,2018,10.94
4885,United Arab Emirates,2018,4.58
4886,Other Middle East,2018,1.97
4887,Algeria,2018,2.42
4888,Egypt,2018,3.84
4889,Morocco,2018,0.87
4890,South Africa,2018,5.13
4891,Eastern Africa,2018,2.33
4892,Middle Africa,2018,0.99
4893,Western Africa,2018,2.64
4894,Other Northern Africa,2018,1.16
4895,Other Southern Africa,2018,0.2
4896,Australia,2018,5.84
4897,Bangladesh,2018,1.46
4898,China,2018,138.88
4899,China Hong Kong SAR,2018,1.31
4900,India,2018,33.34
4901,Indonesia,2018,8.19
4902,Japan,2018,18.95
4903,Malaysia,2018,4.35
4904,New Zealand,2018,0.93
4905,Pakistan,2018,3.5
4906,Philippines,2018,1.97
4907,Singapore,2018,3.61
4908,South Korea,2018,12.68
4909,Sri Lanka,2018,0.38
4910,Taiwan,2018,4.93
4911,Thailand,2018,5.48
4912,Vietnam,2018,3.91
4913,Other Asia Pacific,2018,3.03
4914,Canada,2019,14.63
4915,Mexico,2019,7.58
4916,United States of America,2019,95.66
4917,Argentina,2019,3.35
4918,Brazil,2019,12.56
4919,Chile,2019,1.74
4920,Colombia,2019,1.93
4921,Ecuador,2019,0.76
4922,Peru,2019,1.23
4923,Trinidad & Tobago,2019,0.7
4924,Venezuela,2019,2.09
4925,Central America,2019,1.4
4926,Other Caribbean,2019,1.66
4927,Other South America,2019,1.28
4928,Austria,2019,1.54
4929,Belgium,2019,2.7
4930,Bulgaria,2019,0.76
4931,Croatia,2019,0.34
4932,Cyprus,2019,0.12
4933,Czech Republic,2019,1.72
4934,Denmark,2019,0.7
4935,Estonia,2019,0.23
4936,Finland,2019,1.18
4937,France,2019,9.84
4938,Germany,2019,13.3
4939,Greece,2019,1.12
4940,Hungary,2019,0.99
4941,Iceland,2019,0.23
4942,Ireland,2019,0.67
4943,Italy,2019,6.56
4944,Latvia,2019,0.16
4945,Lithuania,2019,0.25
4946,Luxembourg,2019,0.17
4947,Netherlands,2019,3.55
4948,North Macedonia,2019,0.11
4949,Norway,2019,1.85
4950,Poland,2019,4.27
4951,Portugal,2019,1.05
4952,Romania,2019,1.39
4953,Slovakia,2019,0.67
4954,Slovenia,2019,0.29
4955,Spain,2019,5.73
4956,Sweden,2019,2.34
4957,Switzerland,2019,1.21
4958,Turkey,2019,6.6
4959,Ukraine,2019,3.45
4960,United Kingdom,2019,7.87
4961,Other Europe,2019,1.84
4962,Azerbaijan,2019,0.65
4963,Belarus,2019,1.11
4964,Kazakhstan,2019,3.04
4965,Russian Federation,2019,30.02
4966,Turkmenistan,2019,1.42
4967,Uzbekistan,2019,1.92
4968,Other CIS,2019,0.82
4969,Iran,2019,11.74
4970,Iraq,2019,2.23
4971,Israel,2019,1.09
4972,Kuwait,2019,1.73
4973,Oman,2019,1.36
4974,Qatar,2019,2.11
4975,Saudi Arabia,2019,10.79
4976,United Arab Emirates,2019,4.55
4977,Other Middle East,2019,2.0
4978,Algeria,2019,2.5
4979,Egypt,2019,3.77
4980,Morocco,2019,0.95
4981,South Africa,2019,5.36
4982,Eastern Africa,2019,2.32
4983,Middle Africa,2019,1.01
4984,Western Africa,2019,2.72
4985,Other Northern Africa,2019,1.16
4986,Other Southern Africa,2019,0.2
4987,Australia,2019,6.04
4988,Bangladesh,2019,1.63
4989,China,2019,143.92
4990,China Hong Kong SAR,2019,1.24
4991,India,2019,34.15
4992,Indonesia,2019,8.75
4993,Japan,2019,18.51
4994,Malaysia,2019,4.47
4995,New Zealand,2019,0.95
4996,Pakistan,2019,3.54
4997,Philippines,2019,2.03
4998,Singapore,2019,3.53
4999,South Korea,2019,12.51
5000,Sri Lanka,2019,0.39
5001,Taiwan,2019,4.84
5002,Thailand,2019,5.49
5003,Vietnam,2019,4.34
5004,Other Asia Pacific,2019,3.19
5005,Canada,2020,13.82
5006,Mexico,2020,6.43
5007,United States of America,2020,88.54
5008,Argentina,2020,3.17
5009,Brazil,2020,12.0
5010,Chile,2020,1.62
5011,Colombia,2020,1.73
5012,Ecuador,2020,0.66
5013,Peru,2020,1.04
5014,Trinidad & Tobago,2020,0.61
5015,Venezuela,2020,1.93
5016,Central America,2020,1.28
5017,Other Caribbean,2020,1.47
5018,Other South America,2020,1.16
5019,Austria,2020,1.44
5020,Belgium,2020,2.44
5021,Bulgaria,2020,0.7
5022,Croatia,2020,0.33
5023,Cyprus,2020,0.1
5024,Czech Republic,2020,1.59
5025,Denmark,2020,0.63
5026,Estonia,2020,0.21
5027,Finland,2020,1.13
5028,France,2020,8.86
5029,Germany,2020,12.36
5030,Greece,2020,1.0
5031,Hungary,2020,0.97
5032,Iceland,2020,0.21
5033,Ireland,2020,0.63
5034,Italy,2020,5.92
5035,Latvia,2020,0.15
5036,Lithuania,2020,0.25
5037,Luxembourg,2020,0.15
5038,Netherlands,2020,3.38
5039,North Macedonia,2020,0.1
5040,Norway,2020,2.01
5041,Poland,2020,4.08
5042,Portugal,2020,0.95
5043,Romania,2020,1.33
5044,Slovakia,2020,0.65
5045,Slovenia,2020,0.28
5046,Spain,2020,5.18
5047,Sweden,2020,2.23
5048,Switzerland,2020,1.11
5049,Turkey,2020,6.44
5050,Ukraine,2020,3.31
5051,United Kingdom,2020,7.06
5052,Other Europe,2020,1.76
5053,Azerbaijan,2020,0.64
5054,Belarus,2020,1.03
5055,Kazakhstan,2020,2.89
5056,Russian Federation,2020,28.88
5057,Turkmenistan,2020,1.34
5058,Uzbekistan,2020,1.88
5059,Other CIS,2020,0.8
5060,Iran,2020,12.02
5061,Iraq,2020,1.99
5062,Israel,2020,1.03
5063,Kuwait,2020,1.61
5064,Oman,2020,1.34
5065,Qatar,2020,1.85
5066,Saudi Arabia,2020,10.62
5067,United Arab Emirates,2020,4.26
5068,Other Middle East,2020,1.88
5069,Algeria,2020,2.36
5070,Egypt,2020,3.54
5071,Morocco,2020,0.86
5072,South Africa,2020,4.95
5073,Eastern Africa,2020,2.19
5074,Middle Africa,2020,0.99
5075,Western Africa,2020,2.76
5076,Other Northern Africa,2020,1.04
5077,Other Southern Africa,2020,0.19
5078,Australia,2020,5.74
5079,Bangladesh,2020,1.58
5080,China,2020,147.58
5081,China Hong Kong SAR,2020,0.93
5082,India,2020,32.19
5083,Indonesia,2020,8.1
5084,Japan,2020,17.13
5085,Malaysia,2020,4.1
5086,New Zealand,2020,0.86
5087,Pakistan,2020,3.52
5088,Philippines,2020,1.84
5089,Singapore,2020,3.44
5090,South Korea,2020,11.99
5091,Sri Lanka,2020,0.37
5092,Taiwan,2020,4.7
5093,Thailand,2020,5.07
5094,Vietnam,2020,4.22
5095,Other Asia Pacific,2020,3.34
5096,Canada,2021,13.94
5097,Mexico,2021,6.79
5098,United States of America,2021,92.97
5099,Argentina,2021,3.43
5100,Brazil,2021,12.57
5101,Chile,2021,1.66
5102,Colombia,2021,1.92
5103,Ecuador,2021,0.76
5104,Peru,2021,1.2
5105,Trinidad & Tobago,2021,0.61
5106,Venezuela,2021,2.03
5107,Central America,2021,1.44
5108,Other Caribbean,2021,1.65
5109,Other South America,2021,1.18
5110,Austria,2021,1.48
5111,Belgium,2021,2.73
5112,Bulgaria,2021,0.78
5113,Croatia,2021,0.36
5114,Cyprus,2021,0.11
5115,Czech Republic,2021,1.68
5116,Denmark,2021,0.67
5117,Estonia,2021,0.24
5118,Finland,2021,1.16
5119,France,2021,9.41
5120,Germany,2021,12.64
5121,Greece,2021,1.05
5122,Hungary,2021,1.02
5123,Iceland,2021,0.21
5124,Ireland,2021,0.63
5125,Italy,2021,6.36
5126,Latvia,2021,0.15
5127,Lithuania,2021,0.25
5128,Luxembourg,2021,0.15
5129,Netherlands,2021,3.47
5130,North Macedonia,2021,0.1
5131,Norway,2021,2.05
5132,Poland,2021,4.44
5133,Portugal,2021,0.96
5134,Romania,2021,1.4
5135,Slovakia,2021,0.71
5136,Slovenia,2021,0.27
5137,Spain,2021,5.59
5138,Sweden,2021,2.28
5139,Switzerland,2021,1.07
5140,Turkey,2021,6.83
5141,Ukraine,2021,3.33
5142,United Kingdom,2021,7.18
5143,Other Europe,2021,1.62
5144,Azerbaijan,2021,0.66
5145,Belarus,2021,1.11
5146,Kazakhstan,2021,2.85
5147,Russian Federation,2021,31.3
5148,Turkmenistan,2021,1.6
5149,Uzbekistan,2021,1.97
5150,Other CIS,2021,0.84
5151,Iran,2021,12.19
5152,Iraq,2021,2.12
5153,Israel,2021,1.05
5154,Kuwait,2021,1.74
5155,Oman,2021,1.5
5156,Qatar,2021,1.93
5157,Saudi Arabia,2021,10.82
5158,United Arab Emirates,2021,4.53
5159,Other Middle East,2021,1.96
5160,Algeria,2021,2.46
5161,Egypt,2021,3.79
5162,Morocco,2021,0.96
5163,South Africa,2021,4.98
5164,Eastern Africa,2021,2.34
5165,Middle Africa,2021,1.06
5166,Western Africa,2021,2.98
5167,Other Northern Africa,2021,1.22
5168,Other Southern Africa,2021,0.2
5169,Australia,2021,5.72
5170,Bangladesh,2021,1.65
5171,China,2021,157.65
5172,China Hong Kong SAR,2021,0.88
5173,India,2021,35.43
5174,Indonesia,2021,8.31
5175,Japan,2021,17.74
5176,Malaysia,2021,4.19
5177,New Zealand,2021,0.84
5178,Pakistan,2021,3.86
5179,Philippines,2021,1.96
5180,Singapore,2021,3.46
5181,South Korea,2021,12.58
5182,Sri Lanka,2021,0.38
5183,Taiwan,2021,4.98
5184,Thailand,2021,5.11
5185,Vietnam,2021,4.32
5186,Other Asia Pacific,2021,3.4
